Call Center ID,Operator Name,Issue Type,Response Time (mins),Call Time and Date,Number of Calls Daily
bae831e5-533a-4d05-a6e7-6e8bf5f16113,Benjamin Hammond,Traffic Signal Fault,3,2024-06-20 00:00:00.330705,1903
e027bfb8-feb5-4f2b-9e6a-af9db2219671,Kristen Montoya,Traffic Signal Fault,28,2024-05-05 00:00:00.467002,1992
016b9257-23bf-4e5f-a6e1-3eada453c9c2,Michael Gonzalez,Road Block,6,2024-04-10 00:00:00.060805,1646
eaefe611-4177-4761-9dfe-0eba7c32aded,Ralph David,Road Block,9,2024-01-23 00:00:00.901326,1688
601a2dc0-18c8-4238-87bc-1434d6908b4b,Hailey Hopkins,Road Block,25,2024-05-05 00:00:00.371650,1992
ad0cef4a-c15f-4a30-ae82-87398c540468,Christine Christensen,Complaint,10,2024-01-03 00:00:00.510427,1459
ca03b33b-5eff-440c-b800-0b37a874174c,Andrew Boyer,Road Block,24,2024-03-22 00:00:00.299871,1491
c4edec9e-de19-4ba1-8df3-04655ad4a18a,Keith Durham,Accident,2,2024-01-06 00:00:00.039958,1026
165fd974-08b2-4d76-b917-7d106d66c6db,Nicole Stone,Complaint,5,2024-03-28 00:00:00.562256,1128
b01eb778-2a8c-4bd3-b885-d15103fd2d0b,Jonathan Hopkins,Complaint,4,2024-03-22 00:00:00.108644,1491
f9dc2768-68c0-401e-bd0b-cc131df649db,Carrie Quinn,Transport Query,6,2024-02-09 00:00:00.072580,1632
72debf2a-0cd6-49b5-a1cc-1db70f953217,Cynthia Freeman,Transport Query,6,2024-02-21 00:00:00.689785,1036
bb4a55db-66fb-40c4-8471-8a05315949ee,David Price,Transport Query,18,2024-01-06 00:00:00.954042,1026
9ebeb4d7-35d6-4eb5-ac9c-2f61be9ac7d6,Matthew Keller,Complaint,20,2024-03-28 00:00:00.603165,1128
8946a6ce-f785-424d-bb00-d3c1f0b86a2f,Joanne Allen,Traffic Signal Fault,10,2024-01-21 00:00:00.032032,1675
c9b3ca78-7656-49c0-96a7-668a5c57069a,Andrew Boyer,Complaint,4,2024-02-29 00:00:00.639812,1246
bdec0ad9-c10f-4f1d-90ab-a15abfacb122,Jon Ward,Road Block,25,2024-01-23 00:00:00.150703,1688
3283804d-69fa-4431-8447-4a0038f56784,Joseph Roberts,Complaint,21,2024-02-09 00:00:00.631470,1632
1d01b3c4-d953-4826-beec-cab76f2ba586,Susan Turner,Accident,27,2024-02-09 00:00:00.377502,1632
805a80be-9609-4256-b284-23b90890a9be,Kimberly Reid,Accident,1,2024-03-22 00:00:00.734259,1491
89e47d99-a314-4bdc-ad2c-6f93898cb0af,Jason Thompson,Road Block,10,2024-01-03 00:00:00.260774,1459
6eb84e96-d9c4-458e-90e3-6bef11b5aaeb,Shannon Simpson MD,Accident,14,2024-03-29 00:00:00.840580,1686
7161e202-fe92-45f0-ae52-7c7a990d1c71,Joseph Gray,Toll Issue,25,2024-03-03 00:00:00.763781,1490
57d4ffab-c58e-4925-9615-1a08efed01ba,Andrew Boyer,Transport Query,3,2024-03-29 00:00:00.806005,1686
159bbed8-a047-4fdc-a2fd-81b3e2691097,Matthew Robinson,Complaint,4,2024-04-26 00:00:00.126755,1889
1e87acf1-d860-44ab-b415-cb7bf3c318e2,Matthew Keller,Road Block,4,2024-03-08 00:00:00.222444,1654
15a7a3f3-1421-45e8-9b52-267f4869871f,Nancy Dawson,Traffic Signal Fault,13,2024-01-09 00:00:00.351774,1869
9d23e529-ebf1-4e6a-85fb-8e1059289d6e,Erik Webb,Transport Query,24,2024-03-29 00:00:00.154540,1686
53b2ebc3-1727-444b-95dd-4c9e73f071d2,Andrew Boyer,Toll Issue,8,2024-03-22 00:00:00.871772,1491
f9c9b0f7-03e8-4c33-9b93-56f587684f7e,Stacey Lambert,Road Block,24,2024-02-09 00:00:00.435622,1632
f583c2ed-b1d4-4386-9915-6ea4c3b9f2c7,Sean Harvey,Road Block,15,2024-01-21 00:00:00.047685,1675
d6b28456-6abf-4a9c-bdbd-161cfb5801d8,Jessica Nunez,Accident,15,2024-06-03 00:00:00.121989,1745
65179a83-1155-4786-84e9-5abfc047776c,Stacey Lambert,Transport Query,22,2024-03-29 00:00:00.975830,1686
44d28488-bc92-4be0-98d6-1f75c354c541,Shawn Moses,Transport Query,1,2024-06-03 00:00:00.278135,1745
afd68bcf-8d9d-4847-a012-d7702dea4454,Ralph David,Complaint,12,2024-04-10 00:00:00.030642,1646
15cf302f-cfbf-48fd-a825-c26123b51806,Jon Ward,Accident,28,2024-01-03 00:00:00.759255,1459
aca16ecd-dd5c-4cd2-8110-819346ccc01c,Matthew Keller,Toll Issue,21,2024-01-21 00:00:00.292102,1675
1eb7d011-1397-4786-b4b6-a8a1ff3a8310,Keith Durham,Transport Query,16,2024-02-09 00:00:00.887952,1632
7c871fef-ff17-435d-a066-f27a43e18dcd,Michael Gonzalez,Complaint,24,2024-02-09 00:00:00.156853,1632
e71f777d-f3db-48e8-842d-804d4c1a4953,Kristina Werner,Accident,22,2024-02-21 00:00:00.591586,1036
b8e1c176-177a-4537-b4d0-bc86d04c0e3f,Kristen Montoya,Road Block,12,2024-01-23 00:00:00.673412,1688
b9f87cb4-c05a-4f59-9219-a36b907fe461,Hailey Hopkins,Traffic Signal Fault,29,2024-03-08 00:00:00.705666,1654
ccad48a0-b80b-4a88-9cbb-6d295481474e,Joseph Roberts,Toll Issue,25,2024-01-03 00:00:00.488251,1459
5547d23c-b6e4-4024-8be0-b37751b248e1,Regina Conley,Toll Issue,6,2024-01-23 00:00:00.108943,1688
e3e8dd01-3f57-4cb5-a05c-ab539b0ce5f4,Jeffrey Harding,Toll Issue,30,2024-01-06 00:00:00.367377,1026
1bb108da-f964-4ec9-b14e-d8e77c56bde4,Mr. Richard Robinson Jr.,Road Block,9,2024-03-29 00:00:00.057569,1686
005d0777-5faf-4987-b2f1-c01169b61794,Carrie Quinn,Toll Issue,2,2024-01-09 00:00:00.820459,1869
f51c1350-e195-47fd-8082-6a93257e1d4a,Shannon Simpson MD,Accident,20,2024-03-29 00:00:00.744837,1686
b5cdf8a5-4da2-439e-8f6b-3d9e24c9db5b,Shannon Simpson MD,Traffic Signal Fault,10,2024-05-05 00:00:00.352919,1992
951a1a58-d23b-4a78-88fc-dd8ebc6bb4b9,Joseph Gray,Road Block,25,2024-06-03 00:00:00.076698,1745
6d2e7d54-3226-47b5-8b1b-cc63baccf317,Kenneth Wells,Complaint,26,2024-05-05 00:00:00.134741,1992
499ccc58-16ec-43d7-bae3-c2e45c538214,Joanne Allen,Transport Query,26,2024-01-03 00:00:00.254786,1459
c293bca1-5c0b-4bdf-8956-4031008bb24a,Julia Jones,Complaint,1,2024-03-29 00:00:00.684568,1686
f978c426-014d-4aa4-8f59-0633ca64fb82,Anna Parsons,Toll Issue,29,2024-03-22 00:00:00.037245,1491
6f250ab3-ce53-464c-b33a-b3c76ac2ef23,Mary Allen,Complaint,27,2024-01-31 00:00:00.800293,1559
46ac494e-4976-4fe1-a00c-dfd15033aea9,Stephanie Ortega,Road Block,15,2024-06-03 00:00:00.106170,1745
d45cb3a3-a1c9-4ea7-95ea-88aac12d6a2f,Regina Conley,Accident,4,2024-02-09 00:00:00.009743,1632
4ad6dc8d-f41c-4dee-9333-a194969513e3,Dean Young,Traffic Signal Fault,19,2024-03-24 00:00:00.895289,1503
4a51a357-b0ac-4f3c-a2cf-ebb2af50d1fb,Shawn Moses,Complaint,22,2024-06-20 00:00:00.667135,1903
1e45ce2f-f505-4fcf-ada4-ffc19f7c406b,Jennifer Stanley,Toll Issue,25,2024-04-26 00:00:00.948989,1889
c0e27288-ea71-4f40-a91d-cfc442f7a702,Jason Thompson,Complaint,22,2024-02-09 00:00:00.387390,1632
1fc0f80b-8842-4d03-a7a0-803535671257,Kristen Montoya,Transport Query,17,2024-03-03 00:00:00.927498,1490
b64bbb23-46ba-434c-a613-39f57656d50d,Jason Thompson,Accident,26,2024-01-03 00:00:00.612177,1459
6820e439-1bd4-44d0-8556-0aa295a71ae9,Jeffrey Harding,Complaint,27,2024-03-24 00:00:00.974123,1503
461d053a-9f1a-4acf-9dbe-e74ec44a7e90,Krista Taylor,Transport Query,2,2024-01-03 00:00:00.461906,1459
ff3aba9a-6911-4b79-a15a-0ff4be3a7dc0,Stephanie Ortega,Road Block,28,2024-01-14 00:00:00.873721,1090
bb43a126-3998-4ed5-bb9b-e3c327351f82,Kimberly Reid,Traffic Signal Fault,16,2024-02-09 00:00:00.194865,1632
81f0884a-6126-4bcf-bfb0-24809a41b79e,Julia Jones,Transport Query,26,2024-03-29 00:00:00.015336,1686
72ff79d7-563a-4b0b-8b71-99fcc3755c5c,Matthew Robinson,Transport Query,16,2024-05-05 00:00:00.474802,1992
6554522f-5707-49cf-8e75-f70955b046b0,Joanne Allen,Road Block,25,2024-03-29 00:00:00.313034,1686
600dda97-1ff8-4e63-aee6-a243334363c9,Anna Parsons,Road Block,9,2024-02-01 00:00:00.924105,1853
6d461436-6911-4605-8019-2cbc4f3d79f0,Shannon Simpson MD,Accident,20,2024-01-31 00:00:00.749339,1559
960011c5-3ac0-4c06-b3a8-316393a17cfd,Krista Taylor,Transport Query,21,2024-01-06 00:00:00.168738,1026
7e0f0dcf-611b-47dd-bceb-0f6945464cde,Anna Parsons,Traffic Signal Fault,7,2024-03-29 00:00:00.136207,1686
4ccd27be-43b4-4b97-bfe9-83d0ea13cbdb,Stephanie Ortega,Traffic Signal Fault,21,2024-02-01 00:00:00.904555,1853
be49b0c7-c666-40cc-9e3a-b0bc1d94d389,Ralph David,Accident,9,2024-06-22 00:00:00.068028,1280
13d466c7-376e-4928-8ccb-0700a930ee49,Regina Conley,Traffic Signal Fault,12,2024-02-21 00:00:00.251935,1036
ec04487e-e991-4a7b-928f-c0732113a37d,Dean Young,Toll Issue,13,2024-05-05 00:00:00.583228,1992
fef707aa-0066-478e-a75d-4e6932fdb516,Jason Thompson,Accident,12,2024-04-10 00:00:00.409640,1646
0065c132-2489-47d2-9f7d-75f9013d35fc,Cynthia Freeman,Complaint,24,2024-03-08 00:00:00.257252,1654
7cde5b2f-4a7c-4bee-9c6d-5ed7e3fe8a14,Shannon Simpson MD,Accident,11,2024-04-10 00:00:00.573086,1646
bd0550e3-2e80-4e92-b5a0-312aa603e63b,Shawn Moses,Traffic Signal Fault,12,2024-03-22 00:00:00.755353,1491
fa00a95e-1e23-4685-8891-6b88e5557ea8,Samantha Holland,Complaint,3,2024-01-31 00:00:00.468233,1559
355b7e67-238c-4e49-ac48-7576c48e6b95,Benjamin Hammond,Transport Query,11,2024-06-04 00:00:00.960568,1137
2118912f-f531-4518-96c2-06b5d90c9189,Kristina Werner,Toll Issue,28,2024-03-08 00:00:00.080227,1654
c594571c-93bb-4436-be1a-75102003abac,Ralph David,Complaint,6,2024-06-20 00:00:00.196298,1903
1435393e-d4aa-416a-808a-989ff11e7b95,Stacey Lambert,Complaint,5,2024-03-03 00:00:00.504325,1490
8926442b-b0a1-4eae-aa63-e99545c357dd,Jonathan Hopkins,Road Block,10,2024-06-03 00:00:00.690906,1745
a8d765cc-2154-4e0a-8219-d8b1ef1c1f9c,Anna Parsons,Toll Issue,30,2024-04-10 00:00:00.577718,1646
7561bf1e-26fa-49ff-a8bc-d44f186b232d,Anna Parsons,Accident,23,2024-03-22 00:00:00.497455,1491
598b5815-857e-4d71-affc-2ef7a91a49ad,Carrie Quinn,Traffic Signal Fault,16,2024-03-29 00:00:00.517433,1686
eac35dec-433d-436f-8e68-4569368176ac,Matthew Robinson,Road Block,3,2024-02-01 00:00:00.447814,1853
52b46bb5-e10a-4360-9008-de8553437b36,Erik Webb,Traffic Signal Fault,2,2024-06-03 00:00:00.140428,1745
820e30dd-810e-4a19-b951-c0fccb2417ba,Regina Conley,Toll Issue,23,2024-03-22 00:00:00.257281,1491
632501d6-2b91-4d74-96fa-a0e57c25073c,Christine Christensen,Traffic Signal Fault,24,2024-02-01 00:00:00.447580,1853
e6c4e490-52cf-4808-8947-5b9c23d2cd3a,Jonathan Hopkins,Toll Issue,7,2024-01-23 00:00:00.784317,1688
ab577bb3-7130-4fec-9450-c24d13098c6a,Jessica Nunez,Traffic Signal Fault,2,2024-03-29 00:00:00.289993,1686
580e7ae0-0fc7-45b4-ad3b-39c76189775a,Regina Conley,Traffic Signal Fault,10,2024-01-14 00:00:00.013350,1090
3b957925-d912-45bf-9373-4bf220b10186,Mary Allen,Complaint,22,2024-03-28 00:00:00.710795,1128
20055602-4789-4c5d-bb27-784a2e11ba88,Cynthia Freeman,Complaint,2,2024-03-08 00:00:00.188627,1654
3cf55e03-2c9c-48de-9368-34b62fd00d06,Jeffrey Harding,Toll Issue,16,2024-01-21 00:00:00.850839,1675
bc8ed2df-038d-4a16-b322-e11bb6038304,Mary Allen,Road Block,5,2024-03-29 00:00:00.804415,1686
b550a776-e595-4b5e-9ced-4c3fb2ea51c3,Kristina Werner,Complaint,21,2024-02-29 00:00:00.961233,1246
80fe9d9c-4245-4180-b583-424c95c1d2b4,Keith Preston,Complaint,8,2024-01-03 00:00:00.868932,1459
4c591553-b06d-43be-a649-a04139016fd1,Jessica Nunez,Transport Query,25,2024-03-28 00:00:00.941615,1128
a538e57d-ef8d-4f70-9e91-320b0b022253,Matthew Keller,Complaint,18,2024-03-08 00:00:00.473492,1654
5976ec16-9db9-4c82-9436-1fb5e7907ebb,Shawn Moses,Toll Issue,7,2024-03-24 00:00:00.648727,1503
70e0763b-3118-465b-9908-ba1f1fe145c8,David Price,Accident,3,2024-01-06 00:00:00.226667,1026
15e826c8-98ba-45b4-9ed3-4d154cdeafcf,Ralph Horton,Traffic Signal Fault,12,2024-02-29 00:00:00.276155,1246
b48b3b6c-edcb-49f8-96f9-26dab82722f4,David Price,Road Block,2,2024-01-31 00:00:00.663089,1559
de048be7-1cd6-429c-b5b2-e8c5b81d2789,Stacey Lambert,Complaint,17,2024-06-03 00:00:00.024368,1745
a74e5db0-687c-46b4-9b2e-82fe0984cba5,Keith Preston,Road Block,30,2024-01-06 00:00:00.372136,1026
00ef5a0d-d7b1-4bd0-b8f0-26bb4e7df795,Kenneth Wells,Transport Query,19,2024-03-08 00:00:00.056942,1654
87a1e914-4170-4f28-a6da-fe95b9f4f712,Susan Turner,Complaint,3,2024-02-29 00:00:00.247352,1246
340af669-9717-41c1-9c99-ba6a5553d615,Krista Taylor,Road Block,22,2024-01-06 00:00:00.862948,1026
a4b03a06-2da1-40d5-993b-34b9f9a19a46,Jon Ward,Road Block,14,2024-04-10 00:00:00.521581,1646
52edb583-f3b8-4c32-8312-aff988862bbf,Michael Gonzalez,Toll Issue,29,2024-04-10 00:00:00.942925,1646
2a108ebe-2121-47a6-99b6-91fd56e1f84d,Andrew Boyer,Toll Issue,24,2024-02-01 00:00:00.525384,1853
ef627d2c-99e5-45c9-9e08-676102d7b7d7,Nancy Dawson,Complaint,14,2024-03-24 00:00:00.735447,1503
4480b4c9-352d-44a6-a7af-2f960ea56578,Sean Harvey,Toll Issue,28,2024-01-14 00:00:00.211205,1090
72f137bc-512c-43ee-8fd2-124e9391f461,Krista Taylor,Accident,8,2024-02-01 00:00:00.646957,1853
c2611b57-b0d5-4a95-8245-5e4dc0daefc6,Michael Gonzalez,Traffic Signal Fault,3,2024-03-22 00:00:00.311902,1491
0759ba3e-b7f1-442c-80c0-ef796253cfe8,Krista Taylor,Traffic Signal Fault,17,2024-06-03 00:00:00.524556,1745
27f78b14-46aa-422b-9136-91e860800692,Joseph Roberts,Traffic Signal Fault,13,2024-02-09 00:00:00.499152,1632
431a4997-70af-4f1d-b507-2a81aeca1686,Shannon Simpson MD,Toll Issue,2,2024-01-21 00:00:00.540729,1675
db4fba1c-3aca-4036-bae2-defba22e451b,Dean Young,Traffic Signal Fault,21,2024-06-20 00:00:00.174136,1903
e7524c24-0066-4475-857b-aaf552e0a3d1,Nancy Dawson,Toll Issue,10,2024-01-23 00:00:00.590426,1688
e58bd9ae-16ab-4b3e-b546-2d95384ffdb6,Krista Taylor,Complaint,28,2024-02-01 00:00:00.122470,1853
df87eb0d-71fc-4557-a1eb-d7713cfa0e8a,Anna Parsons,Accident,13,2024-05-05 00:00:00.808847,1992
7a51e6f9-d6cc-475c-bfdb-549b69bd03f1,Jerry Johnson,Toll Issue,29,2024-06-03 00:00:00.741183,1745
c2d9a96d-eefc-4601-8273-a5e3c778cf07,Michael Gonzalez,Accident,24,2024-02-01 00:00:00.385486,1853
d931a6bc-f203-49af-97f1-cf8e847e089c,Hailey Hopkins,Toll Issue,6,2024-03-24 00:00:00.884450,1503
8535d968-2212-4925-aa03-e104bb2e269a,Richard Pugh,Transport Query,18,2024-02-29 00:00:00.086620,1246
123e1c64-894e-4891-94b6-248857bd689a,Kristen Montoya,Complaint,20,2024-02-09 00:00:00.648929,1632
fb90e763-ff65-4e29-898b-883917be3cbc,Mary Allen,Toll Issue,29,2024-02-01 00:00:00.656055,1853
549e3138-41c0-4174-9aa9-ff75a608c1a5,Hailey Hopkins,Traffic Signal Fault,24,2024-01-31 00:00:00.143644,1559
5c179d0a-14a8-482c-b782-4251e2f05a42,Jennifer Stanley,Transport Query,15,2024-03-08 00:00:00.720631,1654
8f5d1ff6-9550-4900-8fde-1b8bd9cacd64,Mr. Richard Robinson Jr.,Transport Query,15,2024-04-10 00:00:00.982912,1646
24e03baa-f6e3-42b9-b31b-be5875651700,Kimberly Reid,Accident,2,2024-01-09 00:00:00.652727,1869
d10b120c-e233-407c-8030-6758647b7247,Shannon Simpson MD,Transport Query,30,2024-03-18 00:00:00.008137,1052
51ad7758-2d31-466f-850a-15dbdb8fb6b4,Julia Jones,Complaint,11,2024-03-29 00:00:00.286570,1686
40f03a40-9f31-47ad-b179-a37fc80303fd,Stacey Lambert,Complaint,25,2024-04-26 00:00:00.731291,1889
08c5e68a-8d1e-4431-b2a3-d7de359e19a7,Joshua Jones,Traffic Signal Fault,29,2024-03-03 00:00:00.061227,1490
916c0e9c-9560-4d73-9613-8a37491759ed,Matthew Robinson,Complaint,26,2024-01-14 00:00:00.132910,1090
198c1afb-bc1d-4823-826a-6545e504c23d,Jon Ward,Transport Query,12,2024-01-14 00:00:00.749725,1090
ebe8f8a0-fd92-478a-9dc7-016f0fd64acb,Christine Christensen,Transport Query,13,2024-02-29 00:00:00.941292,1246
e01841ea-451d-4af1-9d4c-9493dd7d7fab,Keith Durham,Accident,17,2024-03-29 00:00:00.576031,1686
46caac85-fab4-4093-9b58-ba50de0ba76b,Carrie Quinn,Traffic Signal Fault,7,2024-03-28 00:00:00.587286,1128
c6717434-69e7-4102-90d7-e1dc0ccd979e,Jerry Johnson,Complaint,7,2024-01-21 00:00:00.942823,1675
9dd1d879-1010-43cc-9287-bc62c8a4fe94,Joseph Roberts,Accident,15,2024-01-03 00:00:00.160386,1459
6ed784dd-e4a5-40cc-bac1-1a843dff7859,Susan Turner,Toll Issue,6,2024-06-03 00:00:00.314485,1745
326247ae-83db-4267-9069-977c1c2cf887,Jeffrey Harding,Complaint,3,2024-05-05 00:00:00.971468,1992
6be346c3-c4d1-4c50-898d-bde7c0849448,Ralph Horton,Toll Issue,30,2024-02-29 00:00:00.473481,1246
da366f12-0e4e-48ac-849a-fc5f011e7ec8,Stephanie Ortega,Complaint,2,2024-04-10 00:00:00.959409,1646
57579335-0095-4929-96fa-942154882c17,Matthew Keller,Road Block,20,2024-03-18 00:00:00.127511,1052
c38b04af-bf96-40e0-8c78-d96db7da964a,Keith Durham,Accident,22,2024-01-31 00:00:00.302877,1559
e85fe922-b67c-4eb1-8d0a-584b9f058d91,Nancy Dawson,Transport Query,29,2024-03-29 00:00:00.521173,1686
23660820-879a-46d5-b1c6-05b1747cee72,Julia Jones,Traffic Signal Fault,8,2024-06-20 00:00:00.535381,1903
2c27563f-b510-488c-a45b-5d4edcbf2cf3,Shannon Simpson MD,Toll Issue,17,2024-03-03 00:00:00.472357,1490
8e335b8b-c7f5-4124-9924-c4b221c9198e,Shannon Simpson MD,Complaint,7,2024-04-26 00:00:00.939086,1889
520ead60-3be3-4dd3-a4c0-d755e0604764,Sean Harvey,Road Block,28,2024-01-09 00:00:00.409632,1869
d829f69f-b318-4f04-a14b-1fe20981b02d,Jennifer Stanley,Transport Query,7,2024-01-06 00:00:00.823918,1026
f0d73462-c98a-4dfb-a834-034e82407442,Andrew Boyer,Accident,24,2024-01-21 00:00:00.432369,1675
e4ad8c7b-fe7b-489b-a1cd-3703e39ad1c0,Anna Parsons,Transport Query,23,2024-02-09 00:00:00.650884,1632
2702b8f8-a734-452a-add5-5c254c1092e2,Regina Conley,Traffic Signal Fault,23,2024-01-23 00:00:00.896192,1688
61760478-d5a8-4727-874a-4f52284ddb91,Richard Pugh,Road Block,19,2024-03-22 00:00:00.509573,1491
f237701f-9c70-48ef-8157-10cf659a269e,Stephanie Ortega,Toll Issue,11,2024-01-03 00:00:00.062088,1459
878c9f9a-738f-4960-bba7-95df53ed065d,Kristina Werner,Transport Query,8,2024-02-29 00:00:00.833873,1246
12fc84dd-f62f-4267-8453-610ff0ef2294,Kristen Montoya,Toll Issue,22,2024-02-01 00:00:00.292120,1853
705c6cae-9d73-433a-bd96-5fb0d4842512,Kristen Montoya,Toll Issue,4,2024-01-09 00:00:00.962909,1869
4f80524a-6035-40f0-b9a9-8d7477932870,Mary Allen,Traffic Signal Fault,9,2024-01-21 00:00:00.674621,1675
c692fcb2-e554-42c2-9f98-a706535be460,Cameron Cordova,Accident,17,2024-03-29 00:00:00.862932,1686
d00a2cf9-41d8-4aa7-b09d-77ed0158830a,Sean Harvey,Traffic Signal Fault,10,2024-04-26 00:00:00.074470,1889
df12b037-bc14-4367-b50a-20bac2947ef7,Keith Preston,Traffic Signal Fault,18,2024-06-22 00:00:00.096930,1280
5b96ee0a-cb27-47dd-b276-dab51480a91c,Julia Jones,Traffic Signal Fault,21,2024-06-03 00:00:00.400664,1745
57c1e65f-03c3-4396-814a-f7548017d697,Ralph David,Complaint,25,2024-03-24 00:00:00.964561,1503
d46ad509-569e-442f-9009-0647bd803250,Nancy Dawson,Transport Query,29,2024-06-20 00:00:00.922274,1903
2b36baaa-e5e7-476c-9529-aa367c9f2e6f,Jennifer Stanley,Complaint,30,2024-06-03 00:00:00.348812,1745
db175916-f560-4db2-8964-96a503b0f6c5,Stacey Lambert,Complaint,1,2024-03-24 00:00:00.064875,1503
0b84a952-8020-4ccc-bf2e-ef89e705f142,Stacey Lambert,Complaint,27,2024-06-20 00:00:00.315360,1903
de3e5bb6-972f-4f08-a60c-b3e5b0eaacc7,Matthew Keller,Road Block,30,2024-06-20 00:00:00.128818,1903
a4663327-ac7b-498c-84b5-c6579fcabbd8,Julia Jones,Traffic Signal Fault,27,2024-01-23 00:00:00.765582,1688
4ba2a700-e060-4924-ac22-2269a78b9776,Sean Harvey,Traffic Signal Fault,2,2024-01-23 00:00:00.047871,1688
9c226f64-4a95-44b3-8ba0-8b26f223361a,Jason Thompson,Traffic Signal Fault,28,2024-02-21 00:00:00.668130,1036
b522d05d-3c03-4375-b6ec-c82a6041fe5d,Erik Webb,Road Block,20,2024-01-21 00:00:00.667150,1675
09dc484c-d9d4-48f8-b668-44dfe6119dab,Michael Gonzalez,Transport Query,9,2024-06-20 00:00:00.406998,1903
ac0e8895-e3cc-4b91-a0d5-5fe870db45c8,Krista Taylor,Traffic Signal Fault,10,2024-03-29 00:00:00.098902,1686
49d91b1a-05f5-43f5-aee0-929df60e35ef,Jeffrey Harding,Transport Query,15,2024-03-29 00:00:00.122005,1686
17fee176-42f8-4031-ac97-8ea5f7e05db4,Andrew Boyer,Toll Issue,10,2024-06-22 00:00:00.000877,1280
31ed385d-f382-4ae4-acb3-c6c76e7ad28b,Kristen Montoya,Transport Query,24,2024-03-08 00:00:00.307694,1654
d90c0148-d171-4e35-a36d-9a224197ff5d,Robert Bell,Accident,20,2024-02-21 00:00:00.335545,1036
4f6ef967-3be6-441a-808e-0ee921e0ec72,Dean Young,Road Block,22,2024-02-09 00:00:00.161582,1632
7387d880-acd7-42ba-92b0-578a05819f6e,Shawn Moses,Traffic Signal Fault,2,2024-01-09 00:00:00.683872,1869
6182e046-667c-4ab6-820b-dd7403627c9f,Jerry Johnson,Toll Issue,5,2024-03-29 00:00:00.392231,1686
5bb8323b-a351-40e7-a908-b43fbee62f1e,Carrie Quinn,Accident,17,2024-06-20 00:00:00.321403,1903
8fd32fcb-8c1f-4f6b-b85a-356b036322b3,Jonathan Hopkins,Toll Issue,8,2024-03-24 00:00:00.368723,1503
fb58106b-0c4b-4f63-9b8c-9bc381ff0d56,Jeffrey Harding,Traffic Signal Fault,5,2024-03-28 00:00:00.445048,1128
78ac528d-add2-4cff-b0a9-371a338c1f73,Jason Thompson,Road Block,21,2024-03-22 00:00:00.857196,1491
af330908-bf21-4046-82f6-3d88168bb845,Joseph Gray,Traffic Signal Fault,8,2024-03-18 00:00:00.731348,1052
714e0ab8-5cb5-4cce-9939-0cae838f1093,Joshua Jones,Road Block,18,2024-02-29 00:00:00.969026,1246
f74c542a-eb25-4b42-b8f0-691f77ad81e1,Jerry Johnson,Traffic Signal Fault,2,2024-06-04 00:00:00.885751,1137
7cdffe4b-39b8-438a-8826-24c1b0f69eec,Jason Thompson,Traffic Signal Fault,8,2024-03-08 00:00:00.188613,1654
d2d009ef-ca6e-4b58-b5d1-c7f19b5470b3,Hailey Hopkins,Transport Query,14,2024-03-08 00:00:00.190980,1654
acd87146-2eed-460a-a4c0-6dcfe7579949,Christine Christensen,Complaint,15,2024-02-09 00:00:00.666935,1632
ba9f31e0-13d0-49b4-9f7b-b7182b157804,Shannon Simpson MD,Accident,18,2024-03-24 00:00:00.285963,1503
5d217f66-a127-4f2e-91f1-1dc1c3b0b137,Robert Bell,Traffic Signal Fault,22,2024-04-10 00:00:00.645148,1646
310fb1cf-5088-4c7c-a2e5-648101c12a23,Hailey Hopkins,Road Block,20,2024-01-14 00:00:00.556451,1090
fc446acd-d146-40a3-9b13-007e19bc120f,Mr. Richard Robinson Jr.,Complaint,26,2024-02-29 00:00:00.789587,1246
2c44fb84-d419-4dbf-9396-af52ee95a6b0,Kristina Werner,Accident,9,2024-03-22 00:00:00.706503,1491
401ed025-00fe-4b1b-a468-ad71d42f06c4,Andrew Boyer,Transport Query,26,2024-04-10 00:00:00.378275,1646
3f6c25e8-07a6-4375-a778-04d0ac907d2f,Joseph Roberts,Traffic Signal Fault,30,2024-04-26 00:00:00.772058,1889
6a6881cf-9df1-4ea1-8170-6f49bb64ca11,Nancy Dawson,Traffic Signal Fault,14,2024-05-05 00:00:00.200474,1992
746afdf5-bc4e-4546-ab37-a5907d471d22,Matthew Robinson,Transport Query,11,2024-05-05 00:00:00.311115,1992
a7c9d671-3806-415f-b4c8-e58077d6560e,Kimberly Reid,Road Block,12,2024-01-03 00:00:00.914714,1459
09a7957a-d0dc-4005-8d54-36c1d7aa30d4,Michael Gonzalez,Complaint,7,2024-04-26 00:00:00.878341,1889
2db93d08-1424-4eaf-ba9f-885fce306b28,Jerry Johnson,Road Block,25,2024-05-05 00:00:00.730889,1992
df2deedc-3c19-47e6-8ee7-5b5252b15483,Erik Webb,Road Block,25,2024-06-04 00:00:00.376967,1137
ac2f1e2a-a1e1-4865-840d-f2111ebd8c93,Erik Webb,Transport Query,18,2024-03-29 00:00:00.048999,1686
8bc2aa7d-bd4f-4fc5-b0bd-32911bcbcb7d,Jennifer Stanley,Transport Query,23,2024-02-21 00:00:00.422528,1036
9df669e1-324a-4395-a3b2-b0f992851b00,Kristina Werner,Traffic Signal Fault,14,2024-01-06 00:00:00.385047,1026
ab409b01-f1d8-46d1-93ec-fcac1bad582c,Stephanie Ortega,Complaint,4,2024-03-24 00:00:00.905840,1503
